O/F,Pc_psia,Isp_s,Tc_R,Tt_R,Te_R,MW_lbm_lbmol,Gamma,Optimal_Eps,Pe_to_Pamb
4.60,500,303.63,5692.46,5341.84,1937.05,25.7954,1.1543,5.30,0.9941
4.60,550,303.67,5706.25,5351.99,1935.32,25.8089,1.1552,5.60,1.0095
4.60,600,303.71,5718.74,5361.14,1933.77,25.8211,1.1561,6.00,0.9975
4.60,650,303.74,5730.15,5369.45,1932.38,25.8321,1.1570,6.30,1.0075
4.60,700,303.77,5740.65,5377.06,1931.12,25.8422,1.1577,6.70,0.9941
4.60,750,303.80,5750.37,5384.05,1929.96,25.8515,1.1585,7.00,1.0006
4.60,800,303.82,5759.39,5390.53,1928.89,25.8601,1.1592,7.30,1.0056
4.60,850,303.84,5767.83,5396.54,1927.91,25.8682,1.1598,7.70,0.9911
4.60,900,303.87,5775.73,5402.16,1927.00,25.8756,1.1604,8.00,0.9943
4.60,950,303.89,5783.17,5407.41,1926.15,25.8826,1.1610,8.30,0.9965
4.60,1000,303.90,5790.19,5412.36,1925.35,25.8892,1.1616,8.60,0.9980
4.70,100,303.46,5455.07,5164.19,2014.88,25.6574,1.1376,1.80,1.0369
4.70,150,303.72,5519.77,5216.41,2003.84,25.7263,1.1408,2.40,0.9891
4.70,200,303.89,5565.11,5252.56,1996.51,25.7741,1.1432,2.90,0.9863
4.70,250,304.01,5599.91,5280.02,1991.10,25.8104,1.1451,3.30,1.0128
4.70,300,304.11,5628.07,5302.05,1986.86,25.8396,1.1466,3.80,0.9843
4.70,350,304.19,5651.67,5320.38,1983.40,25.8639,1.1480,4.20,0.9897
4.70,400,304.26,5671.95,5336.02,1980.49,25.8846,1.1492,4.60,0.9892
4.70,450,304.32,5689.71,5349.63,1977.99,25.9027,1.1503,4.90,1.0140
4.70,500,304.37,5705.48,5361.64,1975.81,25.9186,1.1513,5.30,1.0054
4.70,550,304.41,5719.65,5372.38,1973.89,25.9329,1.1521,5.70,0.9957
4.70,600,304.45,5732.51,5382.08,1972.16,25.9458,1.1530,6.00,1.0086
4.70,650,304.49,5744.27,5390.90,1970.61,25.9575,1.1537,6.40,0.9963
4.70,700,304.52,5755.09,5398.98,1969.19,25.9683,1.1544,6.70,1.0049
4.70,750,304.55,5765.12,5406.44,1967.90,25.9782,1.1551,7.10,0.9916
4.70,800,304.58,5774.44,5413.34,1966.71,25.9874,1.1557,7.40,0.9973
4.70,850,304.60,5783.16,5419.77,1965.61,25.9960,1.1563,7.70,1.0016
4.70,900,304.63,5791.34,5425.78,1964.58,26.0040,1.1569,8.00,1.0047
4.70,950,304.65,5799.04,5431.42,1963.63,26.0115,1.1574,8.30,1.0069
4.70,1000,304.67,5806.31,5436.72,1962.73,26.0186,1.1579,8.70,0.9923
4.80,100,304.06,5461.24,5173.67,2057.85,25.7641,1.1361,1.80,1.0418
4.80,150,304.34,5526.75,5227.19,2045.85,25.8349,1.1391,2.40,0.9975
4.80,200,304.53,5572.75,5264.38,2037.86,25.8842,1.1413,2.90,0.9968
4.80,250,304.66,5608.10,5292.72,2031.94,25.9218,1.1431,3.40,0.9807
4.80,300,304.77,5636.75,5315.53,2027.29,25.9521,1.1445,3.80,0.9962
4.80,350,304.86,5660.79,5334.54,2023.49,25.9774,1.1458,4.20,1.0017
4.80,400,304.93,5681.47,5350.80,2020.29,25.9990,1.1469,4.60,1.0012
4.80,450,304.99,5699.59,5364.98,2017.54,26.0179,1.1479,5.00,0.9971
4.80,500,305.05,5715.71,5377.53,2015.14,26.0346,1.1488,5.40,0.9907
4.80,550,305.10,5730.20,5388.76,2013.01,26.0495,1.1496,5.70,1.0074
4.80,600,305.14,5743.36,5398.92,2011.11,26.0631,1.1503,6.10,0.9969
4.80,650,305.18,5755.40,5408.18,2009.39,26.0754,1.1510,6.40,1.0079
4.80,700,305.22,5766.50,5416.68,2007.82,26.0867,1.1517,6.80,0.9956
4.80,750,305.25,5776.78,5424.52,2006.39,26.0972,1.1523,7.10,1.0029
4.80,800,305.28,5786.35,5431.80,2005.06,26.1069,1.1529,7.40,1.0085
4.80,850,305.31,5795.31,5438.59,2003.84,26.1160,1.1534,7.80,0.9948
4.80,900,305.33,5803.71,5444.94,2002.70,26.1244,1.1539,8.10,0.9986
4.80,950,305.36,5811.63,5450.91,2001.63,26.1324,1.1544,8.40,1.0013
4.80,1000,305.38,5819.12,5456.53,2000.64,26.1399,1.1549,8.70,1.0032
4.90,100,304.61,5465.78,5180.88,2101.56,25.8655,1.1349,1.90,0.9609
4.90,150,304.91,5531.93,5235.44,2088.58,25.9380,1.1377,2.40,1.0048
4.90,200,305.11,5578.45,5273.47,2079.90,25.9886,1.1398,2.90,1.0068
4.90,250,305.26,5614.24,5302.53,2073.47,26.0272,1.1414,3.40,0.9920
4.90,300,305.37,5643.28,5325.96,2068.41,26.0585,1.1428,3.80,1.0082
4.90,350,305.47,5667.67,5345.53,2064.26,26.0845,1.1440,4.20,1.0141
4.90,400,305.55,5688.67,5362.30,2060.76,26.1069,1.1450,4.60,1.0137
4.90,450,305.61,5707.09,5376.95,2057.75,26.1265,1.1459,5.00,1.0095
4.90,500,305.67,5723.48,5389.94,2055.12,26.1438,1.1467,5.40,1.0030
4.90,550,305.73,5738.23,5401.58,2052.78,26.1593,1.1475,5.80,0.9951
4.90,600,305.78,5751.63,5412.12,2050.69,26.1734,1.1482,6.10,1.0091
4.90,650,305.82,5763.91,5421.74,2048.80,26.1863,1.1488,6.50,0.9982
4.90,700,305.86,5775.23,5430.58,2047.07,26.1981,1.1494,6.80,1.0075
4.90,750,305.89,5785.72,5438.76,2045.49,26.2090,1.1500,7.20,0.9953
4.90,800,305.93,5795.49,5446.35,2044.03,26.2192,1.1505,7.50,1.0016
4.90,850,305.96,5804.64,5453.44,2042.68,26.2287,1.1510,7.80,1.0065
4.90,900,305.99,5813.23,5460.08,2041.42,26.2376,1.1515,8.20,0.9932
4.90,950,306.01,5821.33,5466.32,2040.25,26.2459,1.1520,8.50,0.9965
4.90,1000,306.04,5828.99,5472.21,2039.14,26.2538,1.1524,8.80,0.9988
5.00,100,305.11,5468.92,5186.13,2146.13,25.9620,1.1339,1.90,0.9641
5.00,150,305.42,5535.54,5241.50,2132.13,26.0359,1.1366,2.40,1.0109
5.00,200,305.64,5582.45,5280.19,2122.74,26.0875,1.1386,2.90,1.0157
5.00,250,305.80,5618.59,5309.80,2115.77,26.1271,1.1401,3.40,1.0028
5.00,300,305.92,5647.93,5333.73,2110.28,26.1591,1.1414,3.90,0.9829
5.00,350,306.02,5672.59,5353.75,2105.78,26.1859,1.1425,4.30,0.9927
5.00,400,306.11,5693.84,5370.93,2101.98,26.2088,1.1435,4.70,0.9956
5.00,450,306.18,5712.49,5385.95,2098.70,26.2290,1.1443,5.10,0.9941
5.00,500,306.25,5729.10,5399.29,2095.83,26.2468,1.1451,5.50,0.9899
5.00,550,306.30,5744.05,5411.26,2093.28,26.2629,1.1458,5.80,1.0078
5.00,600,306.36,5757.65,5422.11,2091.00,26.2774,1.1465,6.20,0.9989
5.00,650,306.40,5770.10,5432.02,2088.93,26.2907,1.1471,6.60,0.9894
5.00,700,306.44,5781.59,5441.14,2087.04,26.3029,1.1476,6.90,0.9996
5.00,750,306.48,5792.25,5449.58,2085.31,26.3142,1.1481,7.20,1.0077
5.00,800,306.52,5802.19,5457.43,2083.71,26.3248,1.1486,7.60,0.9955
5.00,850,306.55,5811.49,5464.77,2082.23,26.3346,1.1491,7.90,1.0011
5.00,900,306.58,5820.23,5471.64,2080.85,26.3438,1.1495,8.20,1.0053
5.00,950,306.61,5828.47,5478.11,2079.56,26.3525,1.1500,8.60,0.9924
5.00,1000,306.64,5836.26,5484.22,2078.34,26.3607,1.1504,8.90,0.9953
5.10,100,305.54,5470.81,5189.68,2191.61,26.0541,1.1332,1.90,0.9666
5.10,150,305.88,5537.78,5245.66,2176.58,26.1290,1.1358,2.40,1.0158
5.10,200,306.11,5584.98,5284.84,2166.50,26.1815,1.1377,2.90,1.0232
5.10,250,306.28,5621.36,5314.88,2158.97,26.2218,1.1391,3.40,1.0127
5.10,300,306.41,5650.93,5339.19,2153.04,26.2544,1.1404,3.90,0.9942
5.10,350,306.52,5675.79,5359.55,2148.17,26.2818,1.1414,4.30,1.0050
5.10,400,306.61,5697.23,5377.04,2144.06,26.3053,1.1423,4.70,1.0084
5.10,450,306.69,5716.05,5392.36,2140.51,26.3259,1.1431,5.10,1.0072
5.10,500,306.76,5732.82,5405.96,2137.39,26.3441,1.1438,5.50,1.0030
5.10,550,306.83,5747.93,5418.19,2134.63,26.3606,1.1445,5.90,0.9969
5.10,600,306.88,5761.67,5429.28,2132.14,26.3755,1.1451,6.30,0.9896
5.10,650,306.93,5774.27,5439.43,2129.89,26.3892,1.1457,6.60,1.0024
5.10,700,306.98,5785.89,5448.77,2127.84,26.4017,1.1462,7.00,0.9926
5.10,750,307.02,5796.68,5457.42,2125.96,26.4134,1.1467,7.30,1.0014
5.10,800,307.06,5806.73,5465.47,2124.21,26.4242,1.1472,7.60,1.0084
5.10,850,307.09,5816.15,5472.99,2122.60,26.4343,1.1476,8.00,0.9964
5.10,900,307.13,5825.01,5480.05,2121.09,26.4439,1.1480,8.30,1.0013
5.10,950,307.16,5833.36,5486.71,2119.68,26.4528,1.1484,8.60,1.0051
5.10,1000,307.19,5841.26,5492.99,2118.35,26.4613,1.1488,9.00,0.9925
5.20,100,305.92,5471.61,5191.74,2238.17,26.1420,1.1327,1.90,0.9685
5.20,150,306.28,5538.81,5248.15,2222.09,26.2178,1.1352,2.40,1.0195
5.20,200,306.53,5586.20,5287.69,2211.28,26.2710,1.1370,3.00,0.9806
5.20,250,306.71,5622.76,5318.05,2203.22,26.3118,1.1384,3.50,0.9800
5.20,300,306.85,5652.48,5342.63,2196.84,26.3449,1.1395,3.90,1.0047
5.20,350,306.97,5677.49,5363.25,2191.60,26.3727,1.1405,4.40,0.9844
5.20,400,307.07,5699.06,5380.97,2187.14,26.3966,1.1414,4.80,0.9913
5.20,450,307.15,5718.01,5396.51,2183.31,26.4176,1.1422,5.20,0.9929
5.20,500,307.23,5734.89,5410.31,2179.95,26.4362,1.1429,5.60,0.9911
5.20,550,307.29,5750.11,5422.73,2176.96,26.4530,1.1435,5.90,1.0105
5.20,600,307.35,5763.96,5434.00,2174.27,26.4682,1.1441,6.30,1.0031
5.20,650,307.41,5776.66,5444.32,2171.84,26.4822,1.1446,6.70,0.9950
5.20,700,307.46,5788.38,5453.83,2169.61,26.4950,1.1451,7.00,1.0061
5.20,750,307.50,5799.25,5462.63,2167.57,26.5069,1.1456,7.40,0.9960
5.20,800,307.54,5809.40,5470.83,2165.68,26.5180,1.1460,7.70,1.0037
5.20,850,307.58,5818.90,5478.50,2163.93,26.5284,1.1464,8.10,0.9927
5.20,900,307.62,5827.84,5485.71,2162.29,26.5381,1.1468,8.40,0.9981
5.20,950,307.65,5836.27,5492.49,2160.76,26.5473,1.1472,8.70,1.0024
5.20,1000,307.68,5844.25,5498.91,2159.32,26.5559,1.1475,9.00,1.0057
5.30,100,306.24,5471.45,5192.51,2286.00,26.2260,1.1322,1.90,0.9698
5.30,150,306.63,5538.78,5249.21,2268.86,26.3025,1.1347,2.40,1.0222
5.30,200,306.88,5586.29,5288.99,2257.30,26.3562,1.1364,3.00,0.9852
5.30,250,307.08,5622.95,5319.55,2248.67,26.3975,1.1378,3.50,0.9868
5.30,300,307.23,5652.76,5344.32,2241.84,26.4310,1.1390,3.90,1.0135
5.30,350,307.35,5677.86,5365.11,2236.21,26.4591,1.1399,4.40,0.9950
5.30,400,307.46,5699.52,5383.00,2231.45,26.4833,1.1408,4.80,1.0032
5.30,450,307.55,5718.55,5398.68,2227.33,26.5046,1.1415,5.20,1.0057
5.30,500,307.63,5735.51,5412.63,2223.71,26.5235,1.1422,5.60,1.0044
5.30,550,307.70,5750.80,5425.18,2220.50,26.5405,1.1428,6.00,1.0006
5.30,600,307.76,5764.72,5436.59,2217.60,26.5560,1.1433,6.40,0.9951
5.30,650,307.82,5777.48,5447.02,2214.95,26.5701,1.1439,6.70,1.0090
5.30,700,307.88,5789.27,5456.65,2212.55,26.5832,1.1443,7.10,1.0004
5.30,750,307.92,5800.21,5465.56,2210.35,26.5953,1.1448,7.50,0.9914
5.30,800,307.97,5810.41,5473.87,2208.31,26.6066,1.1452,7.80,0.9998
5.30,850,308.01,5819.97,5481.65,2206.41,26.6171,1.1456,8.10,1.0066
5.30,900,308.05,5828.97,5488.95,2204.65,26.6270,1.1460,8.50,0.9957
5.30,950,308.09,5837.46,5495.84,2202.99,26.6364,1.1463,8.80,1.0005
5.30,1000,308.12,5845.49,5502.34,2201.43,26.6452,1.1466,9.10,1.0044
5.40,100,306.50,5470.44,5192.15,2335.40,26.3065,1.1320,1.90,0.9707
5.40,150,306.90,5537.81,5249.00,2317.16,26.3834,1.1344,2.40,1.0241
5.40,200,307.18,5585.37,5288.92,2304.84,26.4375,1.1361,3.00,0.9884
5.40,250,307.38,5622.07,5319.61,2295.63,26.4791,1.1374,3.50,0.9917
5.40,300,307.54,5651.93,5344.49,2288.33,26.5129,1.1385,4.00,0.9850
5.40,350,307.67,5677.08,5365.39,2282.32,26.5413,1.1395,4.40,1.0037
5.40,400,307.79,5698.77,5383.37,2277.22,26.5658,1.1403,4.80,1.0137
5.40,450,307.88,5717.85,5399.15,2272.81,26.5872,1.1410,5.30,0.9910
5.40,500,307.97,5734.85,5413.19,2268.93,26.6063,1.1417,5.70,0.9926
5.40,550,308.05,5750.18,5425.82,2265.48,26.6235,1.1423,6.10,0.9911
5.40,600,308.11,5764.14,5437.31,2262.37,26.6391,1.1428,6.40,1.0090
5.40,650,308.18,5776.94,5447.82,2259.55,26.6535,1.1433,6.80,1.0026
5.40,700,308.23,5788.76,5457.52,2256.98,26.6667,1.1438,7.20,0.9954
5.40,750,308.29,5799.73,5466.51,2254.60,26.6789,1.1442,7.50,1.0060
5.40,800,308.33,5809.97,5474.89,2252.41,26.6903,1.1446,7.90,0.9968
5.40,850,308.38,5819.57,5482.73,2250.37,26.7010,1.1450,8.20,1.0043
5.40,900,308.42,5828.60,5490.10,2248.46,26.7111,1.1454,8.60,0.9942
5.40,950,308.46,5837.12,5497.05,2246.68,26.7205,1.1457,8.90,0.9996
5.40,1000,308.50,5845.18,5503.62,2244.97,26.7295,1.1460,9.20,1.0039
5.50,100,306.68,5468.70,5190.80,2386.82,26.3836,1.1318,1.90,0.9713
5.50,150,307.11,5536.03,5247.69,2367.46,26.4608,1.1342,2.40,1.0252
5.50,200,307.40,5583.56,5287.66,2354.37,26.5152,1.1359,3.00,0.9904
5.50,250,307.61,5620.26,5318.40,2344.57,26.5570,1.1372,3.50,0.9949
5.50,300,307.79,5650.12,5343.33,2336.79,26.5910,1.1383,4.00,0.9896
5.50,350,307.93,5675.27,5364.27,2330.37,26.6196,1.1392,4.40,1.0098
5.50,400,308.05,5696.97,5382.30,2324.93,26.6442,1.1400,4.90,0.9929
5.50,450,308.15,5716.05,5398.12,2320.22,26.6658,1.1407,5.30,1.0005
5.50,500,308.24,5733.06,5412.21,2316.08,26.6850,1.1414,5.70,1.0036
5.50,550,308.32,5748.41,5424.88,2312.38,26.7024,1.1420,6.10,1.0033
5.50,600,308.39,5762.37,5436.41,2309.06,26.7181,1.1425,6.50,1.0007
5.50,650,308.46,5775.19,5446.96,2306.04,26.7325,1.1430,6.90,0.9964
5.50,700,308.52,5787.02,5456.70,2303.28,26.7459,1.1434,7.30,0.9909
5.50,750,308.58,5798.01,5465.73,2300.74,26.7582,1.1438,7.60,1.0024
5.50,800,308.63,5808.26,5474.14,2298.38,26.7697,1.1442,8.00,0.9945
5.50,850,308.68,5817.87,5482.02,2296.20,26.7805,1.1446,8.30,1.0027
5.50,900,308.72,5826.91,5489.43,2294.15,26.7906,1.1450,8.70,0.9936
5.50,950,308.76,5835.44,5496.41,2292.24,26.8002,1.1453,9.00,0.9995
5.50,1000,308.80,5843.52,5503.01,2290.43,26.8092,1.1456,9.30,1.0044
5.60,100,306.77,5466.29,5188.58,2441.16,26.4575,1.1317,1.90,0.9716
5.60,150,307.22,5533.51,5245.42,2420.65,26.5350,1.1341,2.40,1.0258
5.60,200,307.53,5580.97,5285.36,2406.76,26.5895,1.1358,3.00,0.9914
5.60,250,307.76,5617.62,5316.08,2396.35,26.6315,1.1371,3.50,0.9965
5.60,300,307.94,5647.44,5341.00,2388.08,26.6656,1.1382,4.00,0.9920
5.60,350,308.09,5672.56,5361.94,2381.26,26.6942,1.1391,4.40,1.0131
5.60,400,308.22,5694.24,5379.98,2375.46,26.7189,1.1399,4.90,0.9974
5.60,450,308.33,5713.30,5395.80,2370.44,26.7406,1.1406,5.30,1.0063
5.60,500,308.42,5730.29,5409.88,2366.02,26.7599,1.1412,5.70,1.0108
5.60,550,308.51,5745.62,5422.57,2362.08,26.7773,1.1418,6.20,0.9899
5.60,600,308.59,5759.58,5434.10,2358.54,26.7932,1.1423,6.60,0.9901
5.60,650,308.66,5772.38,5444.66,2355.31,26.8077,1.1428,6.90,1.0078
5.60,700,308.72,5784.20,5454.40,2352.36,26.8210,1.1432,7.30,1.0034
5.60,750,308.78,5795.18,5463.44,2349.65,26.8335,1.1437,7.70,0.9980
5.60,800,308.84,5805.43,5471.86,2347.13,26.8450,1.1441,8.10,0.9918
5.60,850,308.89,5815.03,5479.75,2344.79,26.8559,1.1444,8.40,1.0012
5.60,900,308.93,5824.07,5487.17,2342.60,26.8661,1.1448,8.80,0.9933
5.60,950,308.98,5832.60,5494.16,2340.55,26.8757,1.1451,9.10,1.0001
5.60,1000,309.02,5840.67,5500.77,2338.62,26.8848,1.1454,9.40,1.0057
5.70,100,306.71,5463.30,5185.60,2500.97,26.5286,1.1317,1.90,0.9716
5.70,150,307.19,5530.35,5242.30,2479.29,26.6061,1.1341,2.40,1.0259
5.70,200,307.51,5577.70,5282.14,2464.58,26.6607,1.1358,3.00,0.9917
5.70,250,307.76,5614.26,5312.79,2453.54,26.7027,1.1371,3.50,0.9969
5.70,300,307.95,5644.00,5337.66,2444.77,26.7368,1.1382,4.00,0.9926
5.70,350,308.11,5669.06,5358.55,2437.51,26.7655,1.1391,4.40,1.0141
5.70,400,308.24,5690.69,5376.55,2431.35,26.7903,1.1399,4.90,0.9989
5.70,450,308.36,5709.70,5392.34,2426.01,26.8120,1.1406,5.30,1.0083
5.70,500,308.46,5726.65,5406.39,2421.31,26.8313,1.1412,5.80,0.9898
5.70,550,308.55,5741.95,5419.05,2417.11,26.8488,1.1418,6.20,0.9932
5.70,600,308.64,5755.87,5430.56,2413.33,26.8646,1.1423,6.60,0.9942
5.70,650,308.71,5768.64,5441.10,2409.90,26.8792,1.1428,7.00,0.9933
5.70,700,308.78,5780.44,5450.82,2406.75,26.8926,1.1432,7.40,0.9911
5.70,750,308.84,5791.39,5459.84,2403.85,26.9050,1.1436,7.70,1.0050
5.70,800,308.90,5801.62,5468.25,2401.17,26.9166,1.1440,8.10,1.0000
5.70,850,308.96,5811.20,5476.13,2398.67,26.9275,1.1444,8.50,0.9944
5.70,900,309.01,5820.21,5483.53,2396.33,26.9377,1.1447,8.80,1.0035
5.70,950,309.05,5828.72,5490.50,2394.14,26.9473,1.1450,9.20,0.9965
5.70,1000,309.10,5836.78,5497.11,2392.07,26.9564,1.1454,9.50,1.0034
5.80,100,306.10,5459.79,5181.95,2492.28,26.5968,1.1318,1.90,0.9714
5.80,150,306.58,5526.63,5238.44,2470.98,26.6743,1.1342,2.40,1.0256
5.80,200,306.90,5573.81,5278.13,2456.49,26.7289,1.1358,3.00,0.9913
5.80,250,307.14,5610.25,5308.66,2445.61,26.7709,1.1372,3.50,0.9964
5.80,300,307.33,5639.89,5333.43,2436.96,26.8050,1.1382,4.00,0.9920
5.80,350,307.49,5664.86,5354.24,2429.80,26.8337,1.1391,4.40,1.0134
5.80,400,307.62,5686.41,5372.16,2423.72,26.8584,1.1399,4.90,0.9981
5.80,450,307.74,5705.35,5387.88,2418.44,26.8801,1.1406,5.30,1.0072
5.80,500,307.84,5722.25,5401.88,2413.80,26.8995,1.1413,5.80,0.9887
5.80,550,307.93,5737.48,5414.48,2409.65,26.9169,1.1418,6.20,0.9920
5.80,600,308.01,5751.35,5425.94,2405.92,26.9327,1.1424,6.60,0.9928
5.80,650,308.08,5764.08,5436.44,2402.52,26.9473,1.1428,7.00,0.9918
5.80,700,308.15,5775.83,5446.12,2399.41,26.9607,1.1433,7.30,1.0077
5.80,750,308.22,5786.75,5455.11,2396.55,26.9731,1.1437,7.70,1.0033
5.80,800,308.27,5796.93,5463.48,2393.89,26.9847,1.1441,8.10,0.9981
5.80,850,308.33,5806.48,5471.32,2391.42,26.9956,1.1445,8.50,0.9924
5.80,900,308.38,5815.46,5478.69,2389.11,27.0058,1.1448,8.80,1.0014
5.80,950,308.42,5823.94,5485.63,2386.94,27.0154,1.1451,9.20,0.9943
5.80,1000,308.47,5831.97,5492.21,2384.90,27.0245,1.1454,9.50,1.0010
5.90,100,305.27,5455.82,5177.70,2452.93,26.6625,1.1320,1.90,0.9710
5.90,150,305.73,5522.39,5233.91,2432.32,26.7399,1.1343,2.40,1.0250
5.90,200,306.04,5569.38,5273.40,2418.33,26.7943,1.1360,3.00,0.9904
5.90,250,306.27,5605.66,5303.77,2407.83,26.8362,1.1373,3.50,0.9952
5.90,300,306.45,5635.18,5328.41,2399.48,26.8703,1.1384,4.00,0.9905
5.90,350,306.60,5660.03,5349.10,2392.59,26.8989,1.1393,4.40,1.0115
5.90,400,306.73,5681.49,5366.92,2386.73,26.9236,1.1401,4.90,0.9957
5.90,450,306.84,5700.34,5382.56,2381.66,26.9452,1.1408,5.30,1.0045
5.90,500,306.94,5717.16,5396.47,2377.19,26.9645,1.1415,5.70,1.0090
5.90,550,307.02,5732.33,5409.00,2373.20,26.9819,1.1420,6.10,1.0104
5.90,600,307.10,5746.13,5420.39,2369.61,26.9977,1.1426,6.50,1.0094
5.90,650,307.17,5758.80,5430.82,2366.35,27.0122,1.1430,6.90,1.0067
5.90,700,307.24,5770.49,5440.44,2363.36,27.0256,1.1435,7.30,1.0027
5.90,750,307.30,5781.35,5449.37,2360.61,27.0380,1.1439,7.70,0.9978
5.90,800,307.35,5791.49,5457.69,2358.06,27.0496,1.1443,8.10,0.9922
5.90,850,307.41,5800.99,5465.48,2355.69,27.0604,1.1447,8.40,1.0020
5.90,900,307.45,5809.92,5472.80,2353.47,27.0706,1.1450,8.80,0.9947
5.90,950,307.50,5818.36,5479.70,2351.39,27.0802,1.1453,9.10,1.0020
5.90,1000,307.54,5826.34,5486.23,2349.43,27.0893,1.1456,9.50,0.9937
6.00,100,304.42,5451.44,5172.92,2416.59,26.7258,1.1321,1.90,0.9706
6.00,150,304.85,5517.71,5228.81,2396.66,26.8029,1.1345,2.40,1.0242
6.00,200,305.15,5564.47,5268.06,2383.14,26.8571,1.1362,3.00,0.9892
6.00,250,305.37,5600.57,5298.23,2373.02,26.8989,1.1375,3.50,0.9935
6.00,300,305.55,5629.93,5322.70,2364.97,26.9329,1.1386,4.00,0.9883
6.00,350,305.69,5654.66,5343.25,2358.32,26.9614,1.1396,4.40,1.0088
6.00,400,305.81,5676.00,5360.95,2352.68,26.9860,1.1404,4.90,0.9925
6.00,450,305.92,5694.75,5376.47,2347.79,27.0076,1.1411,5.30,1.0008
6.00,500,306.01,5711.47,5390.28,2343.49,27.0268,1.1417,5.70,1.0048
6.00,550,306.10,5726.55,5402.71,2339.65,27.0441,1.1423,6.10,1.0056
6.00,600,306.17,5740.28,5414.01,2336.20,27.0598,1.1428,6.50,1.0042
6.00,650,306.24,5752.87,5424.36,2333.06,27.0742,1.1433,6.90,1.0010
6.00,700,306.30,5764.50,5433.91,2330.19,27.0876,1.1438,7.30,0.9967
6.00,750,306.36,5775.29,5442.76,2327.54,27.0999,1.1442,7.70,0.9914
6.00,800,306.41,5785.37,5451.01,2325.09,27.1114,1.1446,8.00,1.0023
6.00,850,306.46,5794.81,5458.74,2322.81,27.1222,1.1450,8.40,0.9950
6.00,900,306.51,5803.69,5465.99,2320.68,27.1323,1.1453,8.70,1.0029
6.00,950,306.55,5812.07,5472.84,2318.69,27.1419,1.1456,9.10,0.9945
6.00,1000,306.59,5820.01,5479.31,2316.78,27.1509,1.1459,9.40,1.0004
